"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"9629x853",0,0,0,4,0,0,0,0,12,0,28,0,0,0,0,0,0,0,1,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,2,34,0,0,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,3,0,1,35,0,0,0,0,1,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0
"9629x2500",0,0,8,5,0,2,0,7,19,0,3,0,37,0,8,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,8,0,0,13,0,0,5,0,8,0,0,14,20,0,0,0,18,2,0,0,0,0,0,1,0,11,3,0,0,4,0,12,0,0,0,0,0,1,0,2,0,0,1,0,11,0,2,0,0,1,0,0,3,0,1,8,0,0,0,0,0,0,0,7,7,7,0,0,0,15,0,0,23,0,0,0,0,3,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,64,0,0,0,0,0,446,2,16,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,7,0,8
"9631x2682",5,0,0,8,0,3,0,0,7,0,5,0,0,0,1,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,7,0,0,8,0,0,9,0,4,5,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8,0,0,0,0,5,1,0,0,6,0,0,0,0,1,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9649x4704",0,0,7,1,2,0,0,3,1,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,1,7,0,3,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,9,0,3,16,4,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,96,0,0,0,0,3,0,0,7,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,8,0,4,1,1
"9642x5893",0,0,9,0,0,1,0,0,25,0,10,0,0,0,0,0,1,0,0,7,0,0,0,0,46,4,0,0,0,0,1,0,0,0,0,2,5,0,4,0,1,0,3,0,0,0,0,0,0,0,1,6,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,14,6,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,101,16,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13
"9650x4538",2,0,7,0,2,4,1,1,21,6,0,0,0,3,1,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,17,0,0,6,1,3,0,6,29,20,0,0,0,0,3,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,90,6,0,9,0,0,0,0,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,3,0
"9664x2147",0,0,23,1,9,0,0,0,4,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,13,1,3,0,27,13,0,0,15,0,3,2,0,0,16,0,0,0,0,4,0,0,0,0,0,0,2,0,11,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,4,22,0,1,0,14,0,0,1,0,13,0,2,14,0,1,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,29,85,0,0,0,0,0,133,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
"9640x6023",1,0,1,0,7,0,0,0,7,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0,23,0,0,42,0,2,0,0,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,16,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0
"9647x6532",0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,10,0,14,0,0,0,0,0,2,0,0,0,2,5,41,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,0,2,0,9,40,0,0,0,0,0,0,4,0,16,0,0,3,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,7,85,1,0,0,0,0,1,0,7,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"9622x1091",0,0,3,0,11,0,0,5,32,0,5,0,0,0,0,0,1,0,5,3,0,16,0,0,2,0,0,0,0,0,7,0,0,2,10,0,15,0,1,0,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,11,0,0,2,0,0,0,3,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,2,0,8,1,0,2,0,0,0,3,3,12,8,16,0,2,0,1,4,120,0,4,0,0,0,0,0,6,28,1,7,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,17,155,0,0,9,0,0,3,14,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,3
"9689x3829",0,0,15,0,1,0,0,0,49,7,23,2,0,0,5,0,0,0,5,9,0,0,0,0,7,12,0,0,7,3,12,0,0,1,0,2,14,0,0,9,0,2,23,0,0,0,0,5,3,2,1,0,0,0,7,0,1,0,0,0,4,2,2,0,13,1,0,2,0,0,2,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,5,0,2,1,8,0,0,0,2,0,0,1,0,17,0,31,53,16,0,1,12,0,8,0,37,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,13,177,2,0,9,0,1,0,0,6,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,1,0,0,8,14,2,3
"9651x4969",5,0,0,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,6,0,7,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,1,4,0,0,0,0,10,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9657x3565",1,1,1,0,6,1,0,0,20,0,30,0,0,1,0,0,0,0,2,7,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,56,0,5,0,1,3,43,0,0,4,0,1,1,1,0,2,0,0,0,0,13,0,0,0,32,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,4,1,0,8,0,0,7,0,1,7,0,7,2,0,11,35,4,0,0,0,2,0,0,0,28,0,0,11,0,0,2,0,0,0,0,0,0,2,3,0,4,0,0,0,1,115,0,1,7,0,0,0,0,2,0,0,12,0,0,6,6,0,0,0,2,0,0,5,0,0,0,0,6,6,0,4,0,0,1
"9706x4159",0,1,14,0,5,1,0,0,27,7,0,0,0,5,0,0,0,0,6,7,0,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,21,1,4,0,0,14,25,0,0,0,0,10,1,0,0,0,0,0,0,0,7,0,0,0,0,6,3,0,1,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,8,0,7,13,0,0,0,13,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,7,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,5,1,0,12,0,0
"9729x681",0,0,3,0,0,1,0,2,29,0,15,0,0,9,0,0,1,0,2,7,0,6,0,0,1,13,0,0,0,0,0,0,0,0,0,3,14,0,3,0,0,1,9,0,0,3,0,11,1,0,0,1,2,0,1,0,7,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,14,1,1,45,20,0,0,0,0,0,0,7,23,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,13,226,0,0,0,0,0,0,0,16,0,0,2,0,0,0,11,0,0,0,1,7,0,0,0,0,0,0,0,0,10,6,0,0,4
"9695x4355",0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,2,15,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,1,0,0,0,8,6,0,0,6,0,0,0,0,0,0,0,0,16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,10,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"9717x6162",0,0,0,0,3,1,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,0,0,0,0,0,17,4,0,0,0,0,5,0,23,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,0,2,0,0,0,0,36,0,0,5,0,0,60,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
"9705x1826",0,0,0,0,7,1,0,3,19,0,13,1,0,0,0,0,0,0,5,17,0,0,0,0,1,29,0,0,0,0,41,0,0,1,6,0,23,0,0,0,0,0,21,0,0,0,0,17,2,0,1,0,0,7,0,0,15,0,0,0,29,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,14,0,1,4,0,5,0,0,0,2,0,4,10,0,0,0,4,0,0,0,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,227,0,0,0,0,0,0,0,20,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,8,0,0,2,0,1,3,2,0
"9744x2854",1,0,21,0,0,1,0,1,6,0,21,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,10,20,0,0,2,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,11,1,0,4,0,0,0,0,3,7,1,0,0,1,0,0,6,9,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,125,2,0,0,0,0,27,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"9748x500",0,0,3,2,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,29,0,0,0,0,3,0,0,0,0,1,0,0,0,6,0,0,0,5,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"9762x2630",0,1,0,5,1,3,3,3,9,0,1,13,6,0,1,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,14,0,0,2,0,0,23,0,4,0,0,4,7,0,0,6,0,13,8,0,0,0,2,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,4,0,0,2,13,0,0,0,0,0,0,1,0,0,5,0,1,6,0,2,6,1,0,0,4,3,1,0,1,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,4,0,0,0,0,12,0,5,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,7,0,5
"9739x2403",13,0,9,0,1,0,0,12,3,0,6,0,24,0,0,0,0,0,1,3,0,0,0,0,3,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,12,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,15,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,9,0,0,6,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,22,23,0,0,4,0,0,247,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,15,8
"9761x4468",0,0,6,0,5,2,0,1,14,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,44,26,0,0,0,0,0,0,0,1,2,0,0,0,0,28,0,0,0,2,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,5,2,0,0,0,1,0,5,43,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,123,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"9744x6392",0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,9,15,0,0,0,0,0,17,0,0,13,2,1,0,5,2,0,0,1,0,0,2,0,0,0,8,0,24,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,55,0,0,0,7,0,0,0,12,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,63,0,2,0,0,2,9,0,2,0,1,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"9783x6010",0,0,0,0,5,1,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,9,0,4,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,1,0
"9801x5228",2,0,5,0,1,0,0,0,16,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,11,0,5,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,32,0,5,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,34,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,0,4,0,0,0,0,0,5,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"9796x5819",0,4,9,0,6,7,1,0,14,0,1,0,0,0,0,0,1,0,7,7,0,2,0,2,0,0,0,1,1,0,8,0,0,0,0,0,16,0,0,0,0,6,29,0,0,8,0,0,1,0,2,4,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,10,0,0,12,0,2,0,8,0,0,0,0,10,0,0,0,0,0,14,48,10,0,0,10,0,0,0,22,8,18,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,108,12,1,1,0,0,6,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"9788x1344",1,0,9,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,6,0,0,0,0,3,22,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,1,2,5,13,0,0,5,1,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,111,5,0,0,0,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9808x839",0,0,16,0,4,1,0,25,37,13,15,0,0,0,0,0,0,0,1,15,0,0,0,0,15,0,0,0,0,0,1,0,2,3,0,1,23,0,0,0,0,0,6,0,0,3,0,0,1,0,0,2,0,0,1,0,10,1,0,0,2,0,0,0,0,0,1,5,0,2,0,0,0,2,0,0,0,0,1,0,1,0,5,2,0,2,0,0,0,0,2,0,0,0,9,2,0,0,0,12,0,2,36,10,4,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,23,242,10,0,0,0,0,0,1,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0
"9817x6537",0,0,2,0,2,0,0,2,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,2,0,0,0,20,0,0,0,0,10,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,8,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,2
"9786x2247",0,0,0,0,0,0,0,0,3,0,6,0,1,0,54,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,55,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"9827x3096",1,0,4,0,5,0,0,0,19,0,4,0,1,0,0,0,0,0,2,14,0,0,11,0,17,0,0,0,0,0,5,0,0,3,1,0,4,0,0,0,0,0,19,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,4,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,3,7,0,13,63,0,0,0,5,0,4,0,23,27,6,0,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,3,271,1,4,0,0,0,0,0,1,0,0,3,0,0,3,3,0,0,0,2,0,0,0,0,0,1,0,2,16,0,0,3,0,0
"9841x2333",0,0,0,0,0,0,0,0,9,0,12,0,15,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9851x1706",2,1,0,0,6,2,1,0,33,0,11,0,0,0,0,0,0,0,4,12,3,0,0,0,9,0,0,0,0,0,40,0,0,10,0,1,34,1,0,0,0,0,13,0,0,9,0,26,0,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,0,0,2,4,19,24,29,0,0,4,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,30,195,0,0,0,0,0,4,0,21,0,0,1,0,0,5,16,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"9819x1949",0,0,3,0,5,0,0,5,11,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,32,0,0,7,5,0,0,0,0,0,0,11,0,0,2,1,17,0,2,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,6,0,5,0,0,7,0,0,0,0,0,3,0,35,12,0,0,2,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,95,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
"9854x5459",1,0,0,0,11,0,0,5,18,2,9,0,0,11,0,0,2,0,1,2,0,5,0,0,0,0,0,0,14,0,7,0,0,0,0,0,67,0,0,0,0,1,13,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,20,1,0,8,0,0,0,6,0,2,1,1,0,0,0,1,5,0,0,0,0,0,7,0,2,0,3,0,0,0,0,0,0,18,0,4,1,1,3,6,0,6,76,14,0,0,8,0,2,0,5,16,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,163,4,0,0,3,0,0,0,6,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,13,0,2
"9875x550",0,0,0,2,7,0,0,2,11,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,10,13,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,5,15,0,0,0,0,0,4,0,0,4,0,0,0,1,0,18,0,0,51,22,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,63,117,0,1,0,0,0,0,0,8,0,0,10,0,0,0,12,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,6,3
"9866x973",0,0,14,0,0,1,0,0,12,9,0,0,0,0,17,0,0,0,0,7,0,0,0,0,30,0,2,0,0,0,5,0,2,13,0,1,0,1,0,0,0,0,22,0,0,1,0,0,0,0,0,4,0,0,1,0,8,0,0,0,13,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10,0,2,0,0,10,0,7,0,0,0,2,0,0,0,0,36,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,2,0,0,0,0,10,1,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,1
